No.,Time,Source,Destination,Protocol,Length,Info
1140,3.199402,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=182965 Win=65535 Len=0
1141,3.199761,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=182965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1142,3.199863,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=184215 Win=65535 Len=0
1143,3.200118,10.65.0.31,10.4.246.118,TLSv1.2,1054,Application Data [TCP segment of a reassembled PDU]
1144,3.20012,10.65.0.31,10.4.246.118,TCP,304,"443  >  1710 [PSH, ACK] Seq=185215 Ack=867 Win=4616 Len=250 [TCP segment of a reassembled PDU]"
1145,3.200218,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=185465 Win=65535 Len=0
1146,3.200544,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=185465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1147,3.200575,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=186715 Win=65535 Len=0
1148,3.201138,10.65.0.31,10.4.246.118,TCP,1054,"443  >  1710 [PSH, ACK] Seq=186715 Ack=867 Win=4616 Len=1000 [TCP segment of a reassembled PDU]"
1149,3.201172,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=187715 Win=65535 Len=0
1150,3.201363,10.65.0.31,10.4.246.118,TCP,304,"443  >  1710 [PSH, ACK] Seq=187715 Ack=867 Win=4616 Len=250 [TCP segment of a reassembled PDU]"
1151,3.201394,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=187965 Win=65535 Len=0
1152,3.201994,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=187965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1153,3.202028,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=189215 Win=65535 Len=0
1154,3.202308,10.65.0.31,10.4.246.118,TCP,1304,443  >  1710 [ACK] Seq=189215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]
1155,3.202335,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=190465 Win=65535 Len=0
1156,3.202934,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=190465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1157,3.202965,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=191715 Win=65535 Len=0
1158,3.203556,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=191715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1159,3.203586,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=192965 Win=65535 Len=0
1160,3.204183,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=192965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1161,3.204214,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=194215 Win=65535 Len=0
1162,3.204801,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=194215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1163,3.20483,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=195465 Win=65535 Len=0
1164,3.205424,10.65.0.31,10.4.246.118,TCP,1304,443  >  1710 [ACK] Seq=195465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]
1165,3.205458,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=196715 Win=65430 Len=0
1166,3.206049,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=196715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1167,3.20608,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=197965 Win=65535 Len=0
1168,3.206755,10.65.0.31,10.4.246.118,TCP,589,"443  >  1710 [PSH, ACK] Seq=197965 Ack=867 Win=4616 Len=535 [TCP segment of a reassembled PDU]"
1169,3.20679,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=198500 Win=65000 Len=0
1170,3.206897,10.4.246.118,10.65.0.31,TCP,66,1713  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1
1171,3.207029,10.4.246.118,10.65.0.31,TCP,66,1714  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1
1172,3.207631,10.65.0.31,10.4.246.118,TCP,769,"443  >  1710 [PSH, ACK] Seq=198500 Ack=867 Win=4616 Len=715 [TCP segment of a reassembled PDU]"
1173,3.20768,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=199215 Win=65535 Len=0
1174,3.207854,10.65.0.31,10.4.246.118,TCP,589,"443  >  1710 [PSH, ACK] Seq=199215 Ack=867 Win=4616 Len=535 [TCP segment of a reassembled PDU]"
1175,3.207855,10.65.0.31,10.4.246.118,TCP,769,"443  >  1710 [PSH, ACK] Seq=199750 Ack=867 Win=4616 Len=715 [TCP segment of a reassembled PDU]"
1176,3.207896,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=200465 Win=65535 Len=0
1177,3.208045,10.65.0.31,10.4.246.118,TLSv1.2,1304,Application Data [TCP segment of a reassembled PDU]
1178,3.208079,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=201715 Win=65535 Len=0
1179,3.208716,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=201715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1180,3.208738,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=202965 Win=65535 Len=0
1181,3.209412,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=202965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1182,3.209436,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=204215 Win=65535 Len=0
1183,3.210201,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=204215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1184,3.210229,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=205465 Win=65535 Len=0
1185,3.210483,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=205465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1186,3.2105,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=206715 Win=65535 Len=0
1187,3.211145,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=206715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1188,3.211174,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=207965 Win=65535 Len=0
1189,3.211774,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=207965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1190,3.211805,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=209215 Win=65535 Len=0
1191,3.212393,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=209215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1192,3.21242,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=210465 Win=65535 Len=0
1193,3.213184,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=210465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1194,3.213265,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=211715 Win=65535 Len=0
1195,3.213593,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=211715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1196,3.213664,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=212965 Win=65535 Len=0
1197,3.214287,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=212965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1198,3.214305,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=214215 Win=65535 Len=0
1199,3.214981,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=214215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1200,3.215001,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=215465 Win=65535 Len=0
1201,3.21589,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=215465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1202,3.215914,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=216715 Win=65535 Len=0
1203,3.216165,10.65.0.31,10.4.246.118,TLSv1.2,1304,Application Data [TCP segment of a reassembled PDU]
1204,3.216188,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=217965 Win=65535 Len=0
1205,3.216793,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=217965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1206,3.216829,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=219215 Win=65535 Len=0
1207,3.217569,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=219215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1208,3.217608,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=220465 Win=65535 Len=0
1209,3.218634,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=220465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1210,3.21867,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=221715 Win=65535 Len=0
1211,3.218978,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=221715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1212,3.21901,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=222965 Win=65535 Len=0
1213,3.21961,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=222965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1214,3.219637,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=224215 Win=65535 Len=0
1215,3.219883,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=224215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1216,3.219904,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=225465 Win=65535 Len=0
1217,3.22053,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=225465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1218,3.220551,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=226715 Win=65535 Len=0
1219,3.220903,10.65.0.31,10.4.246.118,TCP,589,"443  >  1710 [PSH, ACK] Seq=226715 Ack=867 Win=4616 Len=535 [TCP segment of a reassembled PDU]"
1220,3.220923,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=227250 Win=65000 Len=0
1221,3.221477,10.65.0.31,10.4.246.118,TCP,589,"443  >  1710 [PSH, ACK] Seq=227250 Ack=867 Win=4616 Len=535 [TCP segment of a reassembled PDU]"
1222,3.221502,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=227785 Win=64465 Len=0
1223,3.22165,10.65.0.31,10.4.246.118,TCP,234,"443  >  1710 [PSH, ACK] Seq=227785 Ack=867 Win=4616 Len=180 [TCP segment of a reassembled PDU]"
1224,3.221675,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=227965 Win=65535 Len=0
1225,3.222266,10.65.0.31,10.4.246.118,TCP,1124,"443  >  1710 [PSH, ACK] Seq=227965 Ack=867 Win=4616 Len=1070 [TCP segment of a reassembled PDU]"
1226,3.222291,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=229035 Win=64465 Len=0
1227,3.222532,10.65.0.31,10.4.246.118,TCP,234,"443  >  1710 [PSH, ACK] Seq=229035 Ack=867 Win=4616 Len=180 [TCP segment of a reassembled PDU]"
1228,3.222554,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=229215 Win=65535 Len=0
1229,3.223187,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=229215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1230,3.223211,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=230465 Win=65535 Len=0
1231,3.223458,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=230465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1232,3.223479,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=231715 Win=65535 Len=0
1233,3.224077,10.65.0.31,10.4.246.118,TCP,1304,443  >  1710 [ACK] Seq=231715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]
1234,3.224104,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=232965 Win=65535 Len=0
1235,3.224348,10.65.0.31,10.4.246.118,TLSv1.2,1304,Application Data [TCP segment of a reassembled PDU]
1236,3.224373,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=234215 Win=65535 Len=0
1237,3.225043,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=234215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1238,3.225072,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=235465 Win=65535 Len=0
1239,3.225657,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=235465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1240,3.225686,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=236715 Win=65535 Len=0
1241,3.226278,10.65.0.31,10.4.246.118,TCP,648,"443  >  1711 [PSH, ACK] Seq=25456 Ack=953 Win=4702 Len=594 [TCP segment of a reassembled PDU]"
1242,3.226306,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=26050 Win=65535 Len=0
1243,3.226563,10.65.0.31,10.4.246.118,TCP,710,443  >  1711 [ACK] Seq=26050 Ack=953 Win=4702 Len=656 [TCP segment of a reassembled PDU]
1244,3.226588,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=26706 Win=65535 Len=0
1245,3.227192,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=26706 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1246,3.227218,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=27956 Win=65535 Len=0
1247,3.2279,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=27956 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1248,3.227931,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=29206 Win=65535 Len=0
1249,3.228463,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=29206 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1250,3.228491,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=30456 Win=65535 Len=0
1251,3.229073,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=30456 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1252,3.229103,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=31706 Win=65535 Len=0
1253,3.229357,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=31706 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1254,3.229385,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=32956 Win=65535 Len=0
1255,3.230236,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=32956 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1256,3.230311,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=34206 Win=65535 Len=0
1257,3.230646,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=34206 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1258,3.230727,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=35456 Win=65535 Len=0
1259,3.23133,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=35456 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1260,3.23136,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=36706 Win=65535 Len=0
1261,3.231953,10.65.0.31,10.4.246.118,TLSv1.2,1304,Application Data [TCP segment of a reassembled PDU]
1262,3.231982,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=37956 Win=65535 Len=0
1263,3.232609,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=37956 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1264,3.232636,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=39206 Win=65535 Len=0
1265,3.233216,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=39206 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1266,3.23324,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=40456 Win=65535 Len=0
1267,3.233818,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=40456 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1268,3.233842,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=41706 Win=65535 Len=0
1269,3.234442,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=41706 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1270,3.234467,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=42956 Win=65535 Len=0
1271,3.235068,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=42956 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1272,3.235095,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=44206 Win=65535 Len=0
1273,3.235235,10.65.0.31,10.4.246.118,TCP,62,"443  >  1712 [SYN, ACK] Seq=0 Ack=1 Win=3750 Len=0 MSS=1250 SACK_PERM=1"
1274,3.235301,10.4.246.118,10.65.0.31,TCP,54,1712  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0
1275,3.235926,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=44206 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1276,3.235949,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=45456 Win=65535 Len=0
1277,3.236622,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=45456 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1278,3.236644,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=46706 Win=65535 Len=0
1279,3.236903,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=46706 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1280,3.236922,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=47956 Win=65535 Len=0
1281,3.237622,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=47956 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1282,3.237649,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=49206 Win=65535 Len=0
1283,3.237928,10.4.246.118,10.65.0.31,TLSv1.2,263,Client Hello
1284,3.238184,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=49206 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1285,3.238208,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=50456 Win=65535 Len=0
1286,3.238868,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1711 [PSH, ACK] Seq=50456 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]"
1287,3.23889,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=51706 Win=65535 Len=0
1288,3.239495,10.65.0.31,10.4.246.118,TCP,1304,443  >  1711 [ACK] Seq=51706 Ack=953 Win=4702 Len=1250 [TCP segment of a reassembled PDU]
1289,3.239527,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=52956 Win=65535 Len=0
1290,3.24012,10.65.0.31,10.4.246.118,TLSv1.2,1304,Application Data [TCP segment of a reassembled PDU]
1291,3.240152,10.4.246.118,10.65.0.31,TCP,54,1711  >  443 [ACK] Seq=953 Ack=54206 Win=65535 Len=0
1292,3.240752,10.65.0.31,10.4.246.118,TCP,1304,443  >  1710 [ACK] Seq=236715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]
1293,3.240793,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=237965 Win=65535 Len=0
1294,3.241378,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=237965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1295,3.241414,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=239215 Win=65535 Len=0
1296,3.242124,10.65.0.31,10.4.246.118,TCP,1304,443  >  1710 [ACK] Seq=239215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]
1297,3.242155,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=240465 Win=65535 Len=0
1298,3.24274,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=240465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1299,3.242767,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=241715 Win=65535 Len=0
1300,3.243365,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=241715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1301,3.243396,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=242965 Win=65535 Len=0
1302,3.243988,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=242965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1303,3.244019,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=244215 Win=65535 Len=0
1304,3.244607,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=244215 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1305,3.244637,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=245465 Win=65535 Len=0
1306,3.245229,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=245465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1307,3.245261,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=246715 Win=65535 Len=0
1308,3.245849,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=246715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1309,3.245879,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=247965 Win=65535 Len=0
1310,3.246472,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=247965 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1311,3.246498,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=249215 Win=65535 Len=0
1312,3.247203,10.65.0.31,10.4.246.118,TLSv1.2,1304,Application Data [TCP segment of a reassembled PDU]
1313,3.247231,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=250465 Win=65535 Len=0
1314,3.247896,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=250465 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1315,3.24792,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=251715 Win=65535 Len=0
1316,3.248636,10.65.0.31,10.4.246.118,TCP,1304,"443  >  1710 [PSH, ACK] Seq=251715 Ack=867 Win=4616 Len=1250 [TCP segment of a reassembled PDU]"
1317,3.24866,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=252965 Win=65535 Len=0
1318,3.248748,10.65.0.31,10.4.246.118,TCP,589,"443  >  1710 [PSH, ACK] Seq=252965 Ack=867 Win=4616 Len=535 [TCP segment of a reassembled PDU]"
1319,3.248766,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=253500 Win=65000 Len=0
1320,3.249499,10.65.0.31,10.4.246.118,TCP,769,"443  >  1710 [PSH, ACK] Seq=253500 Ack=867 Win=4616 Len=715 [TCP segment of a reassembled PDU]"
1321,3.249573,10.4.246.118,10.65.0.31,TCP,54,1710  >  443 [ACK] Seq=867 Ack=254215 Win=65535 Len=0
